Name,Ticker,Industry,Weight
TOAST INC CLASS A,TOST,Financials,0.00060054
ELEVANCE HEALTH INC,ELV,Health Care,0.00060054
BURLINGTON STORES INC,BURL,Consumer Discretionary,0.00060054
HCA Health Care INC,HCA,Health Care,0.00060054
TRANSDIGM GROUP INC,TDG,Industrials,0.00060054
ROLLINS INC,ROL,Industrials,0.00060054
3M,MMM,Industrials,0.00060054
ULTA BEAUTY INC,ULTA,Consumer Discretionary,0.00060054
DYNATRACE INC,DT,Information Technology,0.00060054
MCDONALDS CORP,MCD,Consumer Discretionary,0.00050045
IRON MOUNTAIN INC,IRM,Real Estate,0.00050045
LAS VEGAS SANDS CORP,LVS,Consumer Discretionary,0.00050045
ENTEGRIS INC,ENTG,Information Technology,0.00050045
SIMON PROPERTY GROUP REIT INC,SPG,Real Estate,0.00050045
INTRA CELLULAR THERAPIES INC,ITCI,Health Care,0.00050045
MONGODB INC CLASS A,MDB,Information Technology,0.00050045
BLOCK INC CLASS A,XYZ,Financials,0.00050045
BOOZ ALLEN HAMILTON HOLDING CORP C,BAH,Industrials,0.00050045
WATERS CORP,WAT,Health Care,0.00050045
CHARLES SCHWAB CORP,SCHW,Financials,0.00050045
PURE STORAGE INC CLASS A,PSTG,Information Technology,0.00050045
XPO INC,XPO,Industrials,0.00050045
BROWN & BROWN INC,BRO,Financials,0.00050045
DARDEN RESTAURANTS INC,DRI,Consumer Discretionary,0.00050045
DUOLINGO INC CLASS A,DUOL,Consumer Discretionary,0.00050045
TERADYNE INC,TER,Information Technology,0.00050045
POOL CORP,POOL,Consumer Discretionary,0.00050045
WILLIAMS SONOMA INC,WSM,Consumer Discretionary,0.00050045
HEICO CORP,HEI,Industrials,0.00040036
COMFORT SYSTEMS USA INC,FIX,Industrials,0.00040036
TEXAS ROADHOUSE INC,TXRH,Consumer Discretionary,0.00040036
MOLINA Health Care INC,MOH,Health Care,0.00040036
PTC INC,PTC,Information Technology,0.00040036
NEUROCRINE BIOSCIENCES INC,NBIX,Health Care,0.00040036
QUANTA SERVICES INC,PWR,Industrials,0.00040036
USD CASH,USD,Financials,0.00040036
CDW CORP,CDW,Information Technology,0.00040036
VERALTO CORP,VLTO,Industrials,0.00040036
KINSALE CAPITAL GROUP INC,KNSL,Financials,0.00040036
BLUE OWL CAPITAL INC CLASS A,OWL,Financials,0.00040036
MANHATTAN ASSOCIATES INC,MANH,Information Technology,0.00040036
CONSTELLATION ENERGY CORP,CEG,Utilities,0.00040036
UNITED RENTALS INC,URI,Industrials,0.00040036
WEST PHARMACEUTICAL SERVICES INC,WST,Health Care,0.00040036
PENUMBRA INC,PEN,Health Care,0.00040036
SOMNIGROUP INTERNATIONAL INC,SGI,Consumer Discretionary,0.00040036
ROSS STORES INC,ROST,Consumer Discretionary,0.00040036
RESMED INC,RMD,Health Care,0.00030027
LIGHT WONDER INC,LNW,Consumer Discretionary,0.00030027
NORWEGIAN CRUISE LINE HOLDINGS LTD,NCLH,Consumer Discretionary,0.00030027
EXELIXIS INC,EXEL,Health Care,0.00030027
ALLSTATE CORP,ALL,Financials,0.00030027
SOUTHERN COPPER CORP,SCCO,Materials,0.00030027
MURPHY USA INC,MUSA,Consumer Discretionary,0.00030027
PAYLOCITY HOLDING CORP,PCTY,Industrials,0.00030027
NETAPP INC,NTAP,Information Technology,0.00030027
ELASTIC NV,ESTC,Information Technology,0.00030027
VULCAN MATERIALS,VMC,Materials,0.00030027
MORNINGSTAR INC,MORN,Financials,0.00030027
MORGAN STANLEY,MS,Financials,0.00030027
OKTA INC CLASS A,OKTA,Information Technology,0.00030027
CIGNA,CI,Health Care,0.00030027
MEDPACE HOLDINGS INC,MEDP,Health Care,0.00030027
ENPHASE ENERGY INC,ENPH,Information Technology,0.00030027
EDWARDS LIFESCIENCES CORP,EW,Health Care,0.00030027
NRG ENERGY INC,NRG,Utilities,0.00030027
CHURCHILL DOWNS INC,CHDN,Consumer Discretionary,0.00030027
CARVANA CLASS A,CVNA,Consumer Discretionary,0.00030027
HASBRO INC,HAS,Consumer Discretionary,0.00030027
RYAN SPECIALTY HOLDINGS INC CLASS,RYAN,Financials,0.00030027
PROCORE TECHNOLOGIES INC,PCOR,Information Technology,0.00030027
PAYCOM SOFTWARE INC,PAYC,Industrials,0.00030027
ALIGN TECHNOLOGY INC,ALGN,Health Care,0.00030027
DAVITA INC,DVA,Health Care,0.00030027
GUIDEWIRE SOFTWARE INC,GWRE,Information Technology,0.00030027
PUBLIC STORAGE REIT,PSA,Real Estate,0.00030027
LATTICE SEMICONDUCTOR CORP,LSCC,Information Technology,0.00030027
EMCOR GROUP INC,EME,Industrials,0.00030027
WINGSTOP INC,WING,Consumer Discretionary,0.00030027
TRADEWEB MARKETS INC CLASS A,TW,Financials,0.00030027
LIBERTY MEDIA FORMULA ONE CORP SER,FWONK,Communication Services,0.00030027
CAVA GROUP INC,CAVA,Consumer Discretionary,0.00030027
HP INC,HPQ,Information Technology,0.00020018
SAREPTA THERAPEUTICS INC,SRPT,Health Care,0.00020018
TREX INC,TREX,Industrials,0.00020018
GITLAB INC CLASS A,GTLB,Information Technology,0.00020018
CONFLUENT INC CLASS A,CFLT,Information Technology,0.00020018
CORE & MAIN INC CLASS A,CNM,Industrials,0.00020018
CELSIUS HOLDINGS INC,CELH,Consumer Staples,0.00020018
FACTSET RESEARCH SYSTEMS INC,FDS,Financials,0.00020018
EQUIFAX INC,EFX,Industrials,0.00020018
SAIA INC,SAIA,Industrials,0.00020018
ARTHUR J GALLAGHER,AJG,Financials,0.00020018
DOMINOS PIZZA INC,DPZ,Consumer Discretionary,0.00020018
EAGLE MATERIALS INC,EXP,Materials,0.00020018
BENTLEY SYSTEMS INC CLASS B,BSY,Information Technology,0.00020018
REGENERON PHARMACEUTICALS INC,REGN,Health Care,0.00020018
ESTEE LAUDER INC CLASS A,EL,Consumer Staples,0.00020018
MARKEL GROUP INC,MKL,Financials,0.00020018
AAON INC,AAON,Industrials,0.00020018
AVERY DENNISON CORP,AVY,Materials,0.00020018
SHIFT4 PAYMENTS INC CLASS A,FOUR,Financials,0.00020018
NUTANIX INC CLASS A,NTNX,Information Technology,0.00020018
APPFOLIO INC CLASS A,APPF,Information Technology,0.00020018
VAIL RESORTS INC,MTN,Consumer Discretionary,0.00020018
AZEK COMPANY INC CLASS A,AZEK,Industrials,0.00020018
MICROSTRATEGY INC CLASS A,MSTR,Information Technology,0.00020018
INSPIRE MEDICAL SYSTEMS INC,INSP,Health Care,0.00020018
IONIS PHARMACEUTICALS INC,IONS,Health Care,0.00020018
LAZARD INC,LAZ,Financials,0.00020018
PLANET FITNESS INC CLASS A,PLNT,Consumer Discretionary,0.00020018
VALVOLINE INC,VVV,Consumer Discretionary,0.00020018
MARVELL TECHNOLOGY INC,MRVL,Information Technology,0.00020018
EQUINIX REIT INC,EQIX,Real Estate,0.00020018
DELL TECHNOLOGIES INC CLASS C,DELL,Information Technology,0.00020018
LOUISIANA PACIFIC CORP,LPX,Materials,0.00020018
UIPATH INC CLASS A,PATH,Information Technology,0.00020018
GLOBANT SA,GLOB,Information Technology,0.00020018
WEATHERFORD INTERNATIONAL PLC,WFRD,Energy,0.00010009
MASIMO CORP,MASI,Health Care,0.00010009
GENERAC HOLDINGS INC,GNRC,Industrials,0.00010009
JONES LANG LASALLE INC,JLL,Real Estate,0.00010009
IQVIA HOLDINGS INC,IQV,Health Care,0.00010009
UNIVERSAL DISPLAY CORP,OLED,Information Technology,0.00010009
ELF BEAUTY INC,ELF,Consumer Staples,0.00010009
GE Health Care TECHNOLOGIES INC,GEHC,Health Care,0.00010009
HERSHEY FOODS,HSY,Consumer Staples,0.00010009
ETSY INC,ETSY,Consumer Discretionary,0.00010009
FIVE BELOW INC,FIVE,Consumer Discretionary,0.00010009
ULTRAGENYX PHARMACEUTICAL INC,RARE,Health Care,0.00010009
RPM INTERNATIONAL INC,RPM,Materials,0.00010009
HOWMET AEROSPACE INC,HWM,Industrials,0.00010009
EXACT SCIENCES CORP,EXAS,Health Care,0.00010009
PEGASYSTEMS INC,PEGA,Information Technology,0.00010009
FLOOR DECOR HOLDINGS INC CLASS A,FND,Consumer Discretionary,0.00010009
ZEBRA TECHNOLOGIES CORP CLASS A,ZBRA,Information Technology,0.00010009
LYFT INC CLASS A,LYFT,Industrials,0.00010009
TWILIO INC CLASS A,TWLO,Information Technology,0.00010009
CHOICE HOTELS INTERNATIONAL INC,CHH,Consumer Discretionary,0.00010009
BRUKER CORP,BRKR,Health Care,0.00010009
LINCOLN ELECTRIC HOLDINGS INC,LECO,Industrials,0.00010009
ADVANCED DRAINAGE SYSTEMS INC,WMS,Industrials,0.00010009
UNITY SOFTWARE INC,U,Information Technology,0.00010009
CASH COLLATERAL MSFUT USD,MSFUT,Financials,0.00010009
ROCKWELL AUTOMATION INC,ROK,Industrials,0.00010009
DUTCH BROS INC CLASS A,BROS,Consumer Discretionary,0.00010009
VIKING THERAPEUTICS INC,VKTX,Health Care,0.00010009
CASEYS GENERAL STORES INC,CASY,Consumer Staples,0.00010009
EXPEDITORS INTERNATIONAL OF WASHIN,EXPD,Industrials,0.00010009
JEFFERIES FINANCIAL GROUP INC,JEF,Financials,0.00010009
APELLIS PHARMACEUTICALS INC,APLS,Health Care,0.00010009
EVEREST GROUP LTD,EG,Financials,0.00010009
U HAUL NON VOTING SERIES N,UHALB,Industrials,0.00010009
CREDIT ACCEPTANCE CORP,CACC,Financials,0.00010009
LAMAR ADVERTISING COMPANY CLAS,LAMR,Real Estate,0.00010009
LAMB WESTON HOLDINGS INC,LW,Consumer Staples,0.00010009
LIBERTY BROADBAND CORP SERIES C,LBRDK,Communication Services,0.00010009
ANTERO MIDSTREAM CORP,AM,Energy,0.00010009
TERADATA CORP,TDC,Information Technology,0.00010009
FERGUSON ENTERPRISES INC,FERG,Industrials,0.00010009
RINGCENTRAL INC CLASS A,RNG,Information Technology,0.00010009
FIVE9 INC,FIVN,Information Technology,0.00010009
LOAR HOLDINGS INC,LOAR,Industrials,0.00010009
NEXSTAR MEDIA GROUP INC,NXST,Communication Services,0.00010009
CARLISLE COMPANIES INC,CSL,Industrials,0.00010009
ARMSTRONG WORLD INDUSTRIES INC,AWI,Industrials,0.00010009
SITEONE LANDSCAPE SUPPLY INC,SITE,Industrials,0.00010009
SOFI TECHNOLOGIES INC,SOFI,Financials,0.00010009
EQT CORP,EQT,Energy,0.00010009
PERMIAN RESOURCES CORP CLASS A,PR,Energy,0.00010009
DROPBOX INC CLASS A,DBX,Information Technology,0.00010009
BWX TECHNOLOGIES INC,BWXT,Industrials,0.00010009
PERFORMANCE FOOD GROUP,PFGC,Consumer Staples,0.00010009
TETRA TECH INC,TTEK,Industrials,0.00010009
VIPER ENERGY INC CLASS A,VNOM,Energy,0.00010009
MARTIN MARIETTA MATERIALS INC,MLM,Materials,0.00010009
TKO GROUP HOLDINGS INC CLASS A,TKO,Communication Services,0.00010009
CELANESE CORP,CE,Materials,0.00010009
ONTO INNOVATION INC,ONTO,Information Technology,0.00010009
GRAND CANYON EDUCATION INC,LOPE,Consumer Discretionary,0.00010009
WILLSCOT HOLDINGS CORP CLASS A,WSC,Industrials,0.00010009
NCINO INC,NCNO,Information Technology,0.00010009
ROKU INC CLASS A,ROKU,Communication Services,0.00010009
CLEVELAND CLIFFS INC,CLF,Materials,0.00010009
H&R BLOCK INC,HRB,Consumer Discretionary,0.00010009
VERISIGN INC,VRSN,Information Technology,0.00010009
BUILDERS FIRSTSOURCE INC,BLDR,Industrials,0.00010009
ALLY FINANCIAL INC,ALLY,Financials,0.00010009
